Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2018-05-17;4,5;4,9;0;29,8;24,7;22,2;89,5;77;1,2;
2018-05-18;1,8;9,8;56;30,4;25,4;22,2;86,5;68;,9;
2018-05-19;3,7;11;5,6;30,2;26,5;22,8;77,8;65;1,3;
2018-05-20;4;7,8;0;31,2;26,8;23,8;80,5;66;,9;
2018-05-21;3,6;9,2;0;31,3;26,3;23,4;80,8;66;,9;
2018-05-22;3,4;10,4;1,1;31;26,2;23;74,5;60;1;
2018-05-23;7,6;11;0;30,8;26;21,8;75;60;1,5;
2018-05-24;5,4;2,2;0;30,4;26,2;23;75;59;1,3;
2018-05-25;4,3;10,4;0;31,3;26,3;23,3;75;59;2,2;
2018-05-26;4,9;10,7;64,2;30;25,8;22,4;78,3;62;1,9;
2018-05-27;5,1;10,9;,7;30;25,9;22,6;73,5;56;2,3;
2018-05-28;5;9,5;0;30,1;25,9;22,4;78;65;1,6;
2018-05-29;5,6;9,8;,2;29,6;25,8;22,1;78,5;61;1,7;
2018-05-30;5,4;10,7;0;30,1;25,6;21,2;77;60;2;
2018-05-31;5,9;6,1;0;29,8;25,6;22,7;83,3;68;1,3;
2018-06-01;5,3;6,7;0;30,3;25,8;22,9;78,3;58;2;
2018-06-02;5;10,3;0;32;26,5;22,4;83,3;68;1,8;
2018-06-03;4,6;2,8;7,7;29,7;25,7;24,2;84,5;70;,9;
2018-06-04;4;9,2;0;31,1;26,6;23,3;76,3;60;1,4;
2018-06-05;5;8,2;0;30,6;25;21,8;69,5;54;1,5;
2018-06-06;5,6;10,7;0;32,3;25,6;21,3;72,8;54;1,7;
2018-06-07;5,9;5,4;0;29,6;25,5;23,1;86;72;1,7;
2018-06-08;3,1;,5;9;28,2;24,9;22,8;90,3;81;,9;
2018-06-09;1,8;9,8;,4;31,1;25,7;22;81,3;65;1,3;
2018-06-10;5,6;10,7;,1;31,6;25,5;21,9;79,5;57;1,3;
2018-06-11;7,4;10,5;0;31,7;25,1;20,6;72,3;49;,9;
2018-06-12;7,6;10,6;0;31,4;25,1;21,1;72,3;50;1,3;
2018-06-13;6,4;10,6;0;31,8;25,4;21,2;71;43;1,3;
2018-06-14;7,8;10,3;0;31,4;26,1;22;70,8;47;1,7;
2018-06-15;8;10,7;0;32,6;26,2;21,8;72;50;,9;
2018-06-16;8,4;4;0;31,2;26,2;23,4;69,5;53;1,6;
2018-06-17;8,5;4,1;0;31;25,9;23,2;77,3;59;1;
2018-06-18;6,7;10,2;,4;32,3;26,2;22,4;77,3;59;1,2;
2018-06-19;8;9,6;0;32,3;26,4;22,6;66;44;1,5;
2018-06-20;11;10,6;0;32,6;27,1;22,8;58;38;1,2;
2018-06-21;11,6;10,5;0;32,4;26;21,5;70;40;2,3;
2018-06-22;11,9;10,5;0;32,6;26,4;22;61,5;43;1,3;
2018-06-23;12,8;10,5;0;32,5;26,5;20,8;53,5;41;1,6;
2018-06-24;13,2;5,5;0;30,4;25,9;21;66;57;1,4;
2018-06-25;10,9;10,4;0;32,8;26,8;22,1;58,8;40;1,4;
2018-06-26;10,2;10,7;0;33,4;26,2;21,2;62;37;1,9;
2018-06-27;10;10,4;0;33,8;26,9;22,4;63,5;40;2,1;
2018-06-28;13;10,1;0;34;27,8;22,6;53,5;42;1,8;
2018-06-29;13,6;10,2;0;33,8;26,6;22,4;59,5;30;1;
2018-06-30;12,8;10,8;0;33;25,6;21;59,5;34;1,8;
2018-07-01;11,2;10;0;34;26,4;21;66,3;34;2;
2018-07-02;12,2;10,9;0;33,7;26,6;22,3;66;41;1;
2018-07-03;12,8;9;0;34;27,2;23,4;64,5;42;2,3;
2018-07-04;13,4;10,9;0;33,8;26,5;22,7;64,3;31;2,1;
2018-07-05;null;10,9;0;34,6;26,8;21,8;59;29;1,1;
2018-07-06;14;3,4;0;32,3;26,1;23;77;54;1,7;
2018-07-07;6,4;1,4;1;31,2;25,9;23;78,3;56;1;
2018-07-08;6,1;10,9;0;34;26,4;22;63,5;37;1,7;
2018-07-09;14,9;10,3;0;34,4;27,4;22,2;60,3;37;2,1;
2018-07-10;15;,2;0;29,8;25,7;22,4;66,3;53;1,1;
2018-07-11;8,3;4,3;,3;32,4;26,1;22,7;75,8;50;1,2;
2018-07-12;10,6;8,9;,3;33,5;27,2;22,6;63;41;1,6;
2018-07-13;14,1;10,8;0;33,6;26,7;22,4;62;39;2,3;
2018-07-14;17;10,1;0;33;26,1;21,1;65,3;40;1,5;
2018-07-15;11,4;9,2;0;33,2;26,4;21,4;61;36;2,4;
2018-07-16;14,5;10,8;0;33,6;26,5;22,4;59,3;34;1,6;
2018-07-17;14,9;10,9;0;34,4;26,7;21,6;62,5;34;1,3;
2018-07-18;15,5;5,6;0;32,4;27,2;22;62;44;2;
2018-07-19;18,9;10,8;0;33,4;27,1;21,6;53,3;31;2,4;
2018-07-20;22;9,7;0;33;27;21;63,3;42;2,1;
2018-07-21;15,7;7,1;0;34,3;28,1;22,3;52,5;39;1,8;
2018-07-22;21,5;6,5;0;34,5;28,9;25;55,3;39;1,7;
2018-07-23;20,1;10,9;0;33,7;28,2;23,4;47,8;35;2,8;
2018-07-24;20,7;9,9;0;32,2;27,7;22,9;49;40;2,2;
2018-07-25;16,6;9,7;0;34,4;27,3;22,1;59;35;2,4;
2018-07-26;12;10,1;0;34,2;27,9;23,4;56;38;2,5;
2018-07-27;12,3;8,3;0;34,8;27,7;23,6;58,8;31;2,4;
2018-07-28;13,8;4,7;0;34,6;28,2;24,4;55,5;38;2,8;
2018-07-29;14,9;9,9;0;34,8;27,3;22,8;61,5;35;1,8;
2018-07-30;11;10,7;0;34,3;27,3;22,2;63;40;1,9;
2018-07-31;11,7;10,5;0;34,8;27,4;22;64,3;40;1,8;
2018-08-01;10,8;9,4;0;35,2;28,6;22,8;62,3;39;1,8;
2018-08-02;11,2;9,9;0;34,4;27,4;23,6;64,8;39;2,6;
2018-08-03;11,3;10,8;0;34,6;26,8;22;56,8;33;2,4;
2018-08-04;11,7;10,4;0;34,4;26,6;21,3;59;34;1,3;
2018-08-05;11,5;10,4;0;34,6;27,6;22,6;61,3;36;2,8;
2018-08-06;11,2;10,8;0;34,8;27,5;22,8;58,5;32;2;
2018-08-07;11,5;10,7;0;35,5;27,6;23,2;62,3;34;2,3;
2018-08-08;12,2;10,9;0;35,2;27,6;23;58,3;33;1,7;
2018-08-09;11,8;10,4;0;35,1;27,7;23;60,8;36;2,1;
2018-08-10;11,3;10,6;0;34,4;27,7;23,1;59,5;35;2,5;
2018-08-11;11,7;10,8;0;34,8;27,3;22;60;32;1,7;
2018-08-12;11,3;9,7;0;34,8;27,4;21,8;63,8;40;2,3;
2018-08-13;10,6;9,3;0;34,6;27,2;22,8;63,8;39;2;
2018-08-14;10,7;10,3;0;35,3;27,7;22,9;63,5;38;1,5;
2018-08-15;12;10,6;0;35,3;27,8;22,6;53,5;31;2,3;
2018-08-16;16,1;10,5;0;34,8;28,5;25;55,5;31;1,3;
2018-08-17;16,3;10,5;0;35,2;28;23,1;53;31;2,8;
2018-08-18;16,7;10,8;0;34,5;27,3;22,6;58;37;3,2;
2018-08-19;16,1;10,7;0;35,4;27,6;22,1;57,8;35;2,8;
2018-08-20;15,5;10,6;0;34;28,3;23,2;52,5;36;2,4;
2018-08-21;15,9;10,7;0;34,7;27,8;22,8;52,5;34;2;
2018-08-22;14,3;10,7;0;34,8;27,7;22,8;51,8;28;2,2;
2018-08-23;15,2;10,7;0;34,3;27,6;23;53,3;32;2,7;
2018-08-24;15;10,9;0;35,6;27,7;22,8;53,5;26;3,1;
2018-08-25;13,3;10,9;0;35,6;28,2;24,2;60,5;34;2,8;
2018-08-26;14,5;11,1;0;35,5;28,7;23;45,5;30;2,9;
2018-08-27;16,5;11;0;34,7;27,6;22,9;54,8;32;2,4;
2018-08-28;14,7;10;0;35;27,6;22,8;59;31;2,6;
2018-08-29;13,4;10,8;0;34,7;28;23,1;50,5;31;2,5;
2018-08-30;14,8;11,1;0;34,7;28,2;22,5;48,5;30;2,9;
2018-08-31;16,2;11;0;34,6;27,5;23;50,8;29;3,2;
2018-09-01;null;11,1;0;34,9;27,4;22;58;57;1,8;
2018-09-02;13;10,6;0;35,5;28,3;23;58,5;36;2,2;
2018-09-03;14,3;11,1;0;35,8;28,7;24,3;51;32;3,2;
2018-09-04;16;11;0;36,3;27,7;22,2;58,5;32;1,3;
2018-09-05;12,5;10,3;0;36;27,5;22,4;61,3;34;1,3;
2018-09-06;12,7;10,4;0;35;27,6;22,4;59,5;34;1,7;
2018-09-07;14,7;10,8;0;35,3;28,2;23;56,5;31;3,3;
2018-09-08;14,7;11,1;0;34,7;26,9;23,2;56;28;3,3;
2018-09-09;16;11,3;0;35,6;28,2;23;52,5;28;3,7;
2018-09-10;16,7;10,7;0;36,8;29,7;23,8;49,5;31;3,3;
2018-09-11;16,4;10;0;35,4;28,8;25;56,8;35;2,3;
2018-09-12;15,3;11;0;36,1;28,1;22,6;52;29;2;
2018-09-13;16,9;11,1;0;35,2;27,8;22,1;50,8;27;3;
2018-09-14;17;11;0;35,8;27,9;23;53,8;29;2,5;
2018-09-15;17,9;10,9;0;35,5;27,9;21,2;52;30;2,4;
2018-09-16;17,5;9,3;0;36;28,7;23,7;57,5;37;2,5;
2018-09-17;15,8;10,8;0;36;28,5;23,3;54;32;2,2;
2018-09-18;18;10,4;0;36,6;29,4;23;47;32;1,7;
2018-09-19;19,3;8,2;0;35,8;28,3;23,4;55,5;35;2,1;
2018-09-20;17,9;9,7;0;35,4;28,3;23;58,8;34;2;
2018-09-21;18,4;10,9;0;36;28,4;22,8;53;31;2;
2018-09-22;18,8;11,1;0;36,3;28,3;23;57,3;35;1,6;
2018-09-23;12,8;10,1;0;36,2;27,5;22,5;60,5;33;1,2;
2018-09-24;13,2;10,6;0;36,3;28,8;24,3;57;34;2,5;
2018-09-25;15,1;10;0;36,2;28,5;23,6;57,8;34;2,4;
2018-09-26;14,4;11,1;0;36,7;28,8;23,2;53;30;2,9;
2018-09-27;15,7;11;0;36,2;28,5;23,3;58,8;31;2,9;
2018-09-28;18,3;11,2;0;36,4;28,8;24,2;55;27;3,5;
2018-09-29;15;11,2;0;37,2;28,5;22,8;58,5;31;1,6;
2018-09-30;13,9;9,1;0;36,8;28,9;25,3;55,8;30;1,9;
2018-10-01;16,4;11;0;36,8;28,4;23,3;53,8;28;2,5;
2018-10-02;15,7;11,1;0;35,8;28;23;51,8;29;2,7;
2018-10-03;15,3;11,2;0;36,4;27,8;21,7;57,5;31;2,3;
2018-10-04;15,3;10,9;0;36,8;28,5;24,9;64;38;2,5;
2018-10-05;13;7,2;0;36,4;28,2;25;65;38;2,3;
2018-10-06;12,3;8,5;0;35,7;28,5;24,6;57,8;33;1,7;
2018-10-07;13;11,1;0;37;29,5;24,3;52,3;31;1,9;
2018-10-08;16,8;10,9;0;36,8;29,2;23,4;50,3;32;2,5;
2018-10-09;17,3;11,4;0;37,4;28,9;23,5;54,3;24;1,8;
2018-10-10;18,3;11,1;0;36,4;28,6;23;53,8;32;2,3;
2018-10-11;15,5;11;0;36,6;28,4;23,6;56;35;1,5;
2018-10-12;16,8;11;0;35,8;28,3;23,8;58;34;2,5;
2018-10-13;15,3;10,9;0;36,5;28,4;23;59;34;1,9;
2018-10-14;15,2;9,3;0;36,2;28,7;25;59,5;39;1,8;
2018-10-15;12,9;5,4;0;33,7;27,6;24,3;65;45;1,5;
2018-10-16;9,5;6,2;,1;34;27,6;25,4;70;42;1,3;
2018-10-17;10,9;7,9;0;34,6;28,4;24,6;61,3;41;2,3;
2018-10-18;14,1;11;0;36,4;28,5;23,8;60;33;2;
2018-10-19;16,9;10,9;0;36,6;28,8;24,2;52,8;29;2,4;
2018-10-20;16,3;11,2;0;37,8;28,3;21,8;56,5;26;1,4;
2018-10-21;14,7;9;0;36,4;28,2;23,3;58,8;32;1,9;
2018-10-22;14;10,8;0;37;29,1;23,4;54,5;31;2,3;
2018-10-23;14,8;11,2;0;36,2;28,9;23,4;54,8;34;2,3;
2018-10-24;16,2;11,1;0;36,7;29,2;23,9;51;28;2;
2018-10-25;18,8;11;0;37,6;29,2;23,5;54,5;28;2,6;
2018-10-26;17;11,4;0;37,5;29;23,8;58,5;33;1,9;
2018-10-27;15,6;11,4;0;36,7;28,7;24,3;52,8;33;1,8;
2018-10-28;15,7;11,4;0;36,2;28,6;23,3;55,8;36;1,8;
2018-10-29;15,6;10,9;0;37,7;29;23,4;59,3;32;4;
2018-10-30;16,8;10,4;0;36,6;29,3;24,3;58;36;2,4;
2018-10-31;16,3;9,9;0;36,8;29;24;56,5;33;2,3;
2018-11-01;15,4;11,3;0;36;28,4;23;55;33;2,1;
2018-11-02;13,5;11,3;0;36,8;28,8;23,6;57;29;2,5;
2018-11-03;13,6;11,3;0;37;29;23,9;59;30;3;
2018-11-04;13,5;11;0;36,2;28,8;24,5;60,5;37;2,1;
2018-11-05;null;11,2;0;37,5;28,8;24;60;36;,5;
2018-11-06;12,6;8,8;0;35,4;28,5;24,5;63,8;41;2,5;
2018-11-07;12,4;10,4;0;36,8;29,3;25,7;58,8;32;2,5;
2018-11-08;12,6;11,7;0;36,9;29,1;23,2;51;31;2,1;
2018-11-09;16,5;11,5;0;37,2;29,7;24,5;55,8;31;2,5;
2018-11-10;16,7;11,6;0;37,2;29,4;24;57;32;2,7;
2018-11-11;15,5;11,4;0;37,4;29,2;23,7;53,5;33;2,3;
2018-11-12;15,3;11,1;0;37,4;29,4;24;53,3;30;3,2;
2018-11-13;14,6;10,2;0;37,8;29,8;24,2;55,3;33;2,3;
2018-11-14;17,6;11;0;37,2;29,2;24,2;54,8;29;,9;
2018-11-15;18,3;10,7;0;36,6;29,2;23,7;51,8;30;1,8;
2018-11-16;17,8;10,3;0;37;29;23,6;52,5;31;2,5;
2018-11-17;16,2;11,4;0;37,7;29,5;23;52;27;2,9;
2018-11-18;20,3;11,2;0;37,8;29,8;24,2;52;27;2,7;
2018-11-19;19,5;11;0;37,3;29,7;24,4;54,8;31;2,9;
2018-11-20;19,2;10,6;0;37,2;29,5;24,1;53,5;30;1,5;
2018-11-21;20;10,9;0;37,2;30,2;24,8;54;32;1,4;
2018-11-22;19,7;10,7;0;37,8;30,6;26;54;31;3;
2018-11-23;16,3;9,7;0;36,8;29,8;25,8;58,8;35;2,3;
2018-11-24;14,5;10,2;0;36,2;29,4;24,7;59,5;37;2,2;
2018-11-25;15,1;10,9;0;37;29,6;24,6;59;32;2,3;
2018-11-26;17;10,5;4,7;36,4;29,5;25,3;60,5;35;1,8;
2018-11-27;16,9;9,2;3;37;28,4;24,6;67,5;34;1,9;
2018-11-28;13,7;7,6;7;36,8;29,8;24,6;57,8;39;1,7;
2018-11-29;16,5;5,9;0;36,2;29,2;25,4;59;34;2,2;
2018-11-30;16,4;9,6;0;36,6;29,1;24;59,8;34;2,5;
2018-12-01;14;7,8;0;35,8;28,6;23,6;62,8;40;2,2;
2018-12-02;12,4;9,4;0;36,2;29;23,6;62,3;39;1,8;
2018-12-03;12,2;6,9;,2;36,4;29,3;24,8;65,3;47;2,5;
2018-12-04;12;7,2;,2;36;28,8;24;61;36;1,8;
2018-12-05;12,9;7,1;0;36;29,1;25,3;64;38;1,5;
2018-12-06;11,9;6,2;0;35,2;29;25,2;65;46;1,9;
2018-12-07;11,2;10,9;0;36,6;29,4;24,8;60,8;35;2,8;
2018-12-08;12,5;9,7;0;36,9;29;23,5;60,8;34;,9;
2018-12-09;13,4;4,9;0;34,8;28,2;25,4;81;71;2,5;
2018-12-10;7,5;6,1;,4;32,7;28,3;24,2;65,8;54;2,9;
2018-12-11;11,7;9,7;0;36,7;29;24,6;61,3;32;2,7;
2018-12-12;17,2;11,6;0;36,4;29,3;24;56,5;32;2,5;
2018-12-13;17,3;11,4;0;36,7;29;24;56,8;35;2,1;
2018-12-14;12,4;10,2;0;37;29,2;24,6;57,5;32;1,2;
2018-12-15;17,1;9,6;0;36,5;29,2;24,4;55;34;2,4;
2018-12-16;16;9,9;0;36,8;29,6;23,5;50,8;29;3,6;
2018-12-17;16,4;1,7;0;34;27,6;24,8;78,5;59;3,3;
2018-12-18;6,1;9,1;9,2;36,6;28,9;23;61,8;34;2,2;
2018-12-19;15,2;11,5;0;36;28,7;23,8;59;33;1,9;
2018-12-20;14;11,1;0;36,4;29,2;23,7;54,3;35;1,5;
2018-12-21;15,2;10,9;0;36,5;29,2;24,2;56,3;32;2,2;
2018-12-22;15,3;6,4;0;35,4;29;24,6;61,3;34;2,7;
2018-12-23;11,9;3,7;0;34,9;29;25,3;60;39;1,3;
2018-12-24;8,5;2,2;50,6;30,8;26;21,7;77,5;61;,8;
2018-12-25;4,8;8;0;33,8;27,8;23,6;64,3;43;2;
2018-12-26;8,9;11,4;0;34,7;27,7;23,5;66;36;1,4;
2018-12-27;14,4;11,6;0;35,2;28;22,7;62;34;2;
2018-12-28;11;11,5;0;36,1;28,5;23,3;57;32;2;
2018-12-29;12;11,3;0;35,6;28,1;23,5;64;39;1,6;
2018-12-30;10,5;10;0;36,5;28,7;24,6;61,8;32;2;
2018-12-31;11,2;11;0;36,6;28,9;23,6;61,8;41;1,8;
2019-01-01;14;11;0;37;29,4;23,8;57,8;35;2,2;
2019-01-02;16,9;11,1;0;37,4;30;24,6;55,8;34;3;
2019-01-03;19;10,4;0;37,2;29,6;24,2;59,5;36;1,3;
2019-01-04;14;10;0;36,5;28,8;24,8;61,8;38;,9;
2019-01-05;11,1;9,2;0;36,6;26,9;22,8;62,8;36;3,3;
2019-01-06;7,9;3,7;30,3;32,2;26,1;22,2;72,3;51;1;
2019-01-07;7,5;5,7;0;37,6;28,6;24,3;59,8;33;2,6;
2019-01-08;6,8;5;2,2;32,4;24,9;22,5;86,5;57;1,2;
2019-01-09;3,7;6,9;32,6;33;26,3;22,6;85;58;1,1;
2019-01-10;5,2;3,2;1,6;32;26,9;23,8;71,8;54;1,1;
2019-01-11;7,5;11,5;0;34,1;28;23,4;66;46;1,9;
2019-01-12;8,8;10,5;0;34,8;27,4;24,2;69;46;,8;
2019-01-13;8;10,8;0;33,6;27,7;23,5;71;50;1,6;
2019-01-14;8,5;9,3;0;34,4;28;24,7;72,5;49;1,4;
2019-01-15;8,1;9,1;0;32,8;27,8;24,6;66,8;47;1,6;
2019-01-16;8,6;10,1;0;34,4;28;24,8;72;50;1,6;
2019-01-17;8,1;8,3;0;34;28,2;25;75;62;1,2;
2019-01-18;8,9;8,7;,8;33,6;25,4;22,4;83,5;55;1,3;
2019-01-19;6;10,5;26,1;33,8;27,2;22;75,3;51;1,2;
2019-01-20;6,1;11,5;0;34;27,5;22,1;71,3;43;,9;
2019-01-21;7,5;11;0;33,8;28,2;24;67;46;1,3;
2019-01-22;11,2;11,4;0;33,8;27,6;23,2;63,5;39;1,9;
2019-01-23;9,6;10,7;19,2;33,4;27,8;23,5;67,8;47;1,1;
2019-01-24;7,4;11,1;0;34,4;28,1;23,7;67,8;45;1,1;
2019-01-25;8,4;10,5;0;34,6;28,3;23,6;63,5;41;1,1;
2019-01-26;10,3;8;0;34,4;27;23,6;77,8;51;2;
2019-01-27;6,3;11,3;3,7;33,6;27,3;23,4;71,5;50;1,1;
2019-01-28;7,2;10,7;0;34,5;26,9;22,8;68;43;1,3;
2019-01-29;10,2;11,7;0;34,4;28,4;23,6;63,8;41;1,2;
2019-01-30;10;10,4;0;34,1;28,4;24,3;66,3;48;1,6;
2019-01-31;8,5;9,6;0;35,2;28,7;25,2;65,8;45;3;
2019-02-01;9,8;9,4;0;35;29,1;24,9;67;47;2,8;
2019-02-02;10,2;11,4;0;35,3;28,7;24,5;64,8;47;2,2;
2019-02-03;12;7,3;0;35;28,9;24,8;67,5;44;1,1;
2019-02-04;9;9,6;8,4;35,7;28,4;24,9;76;54;1,7;
2019-02-05;6,9;5,5;0;32,7;27,5;25,3;82;62;2,7;
2019-02-06;3,6;6,5;5,1;33,4;26,9;24;89,8;81;1,2;
2019-02-07;3,5;10,9;12,4;33,5;27,1;24;80,3;55;1,2;
2019-02-08;8,3;11,2;0;33,8;27,8;23,4;68;46;1,1;
2019-02-09;9;9,2;0;33,8;27,7;22,6;66,5;45;,9;
2019-02-10;7,9;10,5;0;33,2;27;23;75,5;55;1,5;
2019-02-11;7,7;10,8;8,7;34,6;28,3;24,3;73,3;50;2;
2019-02-12;8,7;10,2;0;34,6;28,8;24,6;68,8;49;1,6;
2019-02-13;7,8;4,1;0;32,4;26,4;23,8;89,8;78;1,3;
2019-02-14;3,6;5,3;8;32,3;27,3;23,5;77,3;64;,7;
2019-02-15;3,9;8,3;0;34,3;28,3;25,6;76,5;51;1,7;
2019-02-16;5,3;3,4;,7;35,1;27,7;25;82,8;63;,9;
2019-02-17;2,4;4,2;17,3;29,8;26,9;24,1;87,5;84;,5;
2019-02-18;2;7,8;1,3;32,8;26,9;24,3;92,3;85;1;
2019-02-19;3,3;11,3;23,4;33;27,6;23,6;74,8;56;1,3;
2019-02-20;5,1;10,5;0;33,4;27,7;25,1;80;65;1,7;
2019-02-21;5,1;10,4;0;33,8;28,1;24,6;75;54;1,1;
2019-02-22;6,7;2,9;1,7;30,8;27,3;25,3;81,5;78;1,1;
2019-02-23;4,3;6,5;0;33,4;26,8;24,3;87,8;78;,8;
2019-02-24;3,7;4,2;12,7;30,4;26,2;24,2;83;67;1;
2019-02-25;2,7;9;0;32,9;27,2;23,7;79,3;65;,9;
2019-02-26;3,5;8,2;6,2;32,9;26,8;23,4;80;55;1,3;
2019-02-27;4;8,4;0;32,7;27;24,2;82,8;64;1,2;
2019-02-28;5,8;7,7;7,2;32;26,6;23,4;84;57;,9;
2019-03-01;4,6;7,2;0;33,3;26,4;23,8;81,8;56;,8;
2019-03-02;5,6;3,4;8,8;30,3;26,2;23,4;83,3;65;1;
2019-03-03;3,3;4,9;16;31;25;22,8;89;66;,7;
2019-03-04;1,9;3,9;13,3;30,2;25,8;23,8;93,3;88;,6;
2019-03-05;2,3;7,1;5,5;31,8;26,7;23,8;85;70;,8;
2019-03-06;3,2;4,9;11,5;31,3;26,6;23,4;82,3;59;1;
2019-03-07;4,5;9,4;0;31,7;26,6;24;72,8;49;1,3;
2019-03-08;1,5;9,9;0;33,4;26,8;24;76,3;56;1,5;
2019-03-09;1,1;10,2;0;32,8;26,7;22,8;75;51;1,6;
2019-03-10;2,7;9,6;2,8;32,8;26,3;22,5;79,8;57;,9;
2019-03-11;5;10,7;,5;32,7;27,2;22,7;79,8;57;1,1;
2019-03-12;5,1;8,8;0;32,7;26,9;23,8;78;52;1;
2019-03-13;1,1;2,2;24,8;29,6;25,9;23,5;90;81;1,2;
2019-03-14;1,3;3,9;0;29,8;26,2;23,8;91,5;85;1;
2019-03-15;1,2;7,4;13,2;31,5;26,6;23,8;85,8;70;,9;
2019-03-16;2,8;5,8;0;30,8;26,1;23,2;84,3;67;,8;
2019-03-17;3,5;11,3;0;32,2;27,1;23;78,8;63;,9;
2019-03-18;4,7;7;0;31,4;27,2;24,6;81,3;68;2,4;
2019-03-19;4,2;8,6;0;31,6;27;24,2;82,8;66;1,3;
2019-03-20;4,2;8,2;0;32,4;27,1;24;84,5;74;1,5;
2019-03-21;3,8;6,8;0;31;26,9;24,3;87,8;80;2,1;
2019-03-22;2,2;9;3,3;33,4;27,5;24,6;83,3;60;,8;
2019-03-23;4,3;3,4;0;30,4;26,6;24,6;91,3;83;1,5;
2019-03-24;2,1;7,6;5,2;31,8;25,9;23,8;80,8;65;,9;
2019-03-25;5,2;6,8;0;32,4;26,8;23,8;78,3;57;,8;
2019-03-26;7,8;8;0;32,8;27,7;24;78;57;1;
2019-03-27;6,5;8,8;7,6;32,7;26,7;24;84,8;65;1,4;
2019-03-28;2,6;10,6;39,2;32,5;25,9;23,2;86,8;66;,9;
2019-03-29;4,6;2,3;11;30,4;25;23,2;91;73;,9;
2019-03-30;2,2;7,8;2,7;32,4;26,4;23,4;84,8;64;1;
2019-03-31;1;6,5;18,8;30,6;25,3;23;87,5;75;,7;
2019-04-01;3,8;1,7;3,3;28,9;25,6;23,2;93;85;,9;
2019-04-02;2,8;7,4;0;31,6;27,1;23,4;81,3;70;1,9;
2019-04-03;4,5;9;0;32,6;26,6;24;82,5;63;,9;
2019-04-04;3,9;8,4;0;31,4;26,5;23,8;85,8;63;,9;
2019-04-05;,7;9,1;,9;32,2;26,5;24,2;91,3;83;1,1;
2019-04-06;3;4,7;2,1;30,2;26,1;23,4;88,5;82;,7;
2019-04-07;2,9;9,4;2,6;31,8;26,7;23,5;85;59;,9;
2019-04-08;3,9;10,8;7,8;31,9;26,4;23,7;84,8;61;1,7;
2019-04-09;4,7;10,6;11,8;31,8;26,8;23,8;82,5;65;1,3;
2019-04-10;4,3;10,2;0;31,8;27,1;23,6;80,3;65;1;
2019-04-11;4,4;5,9;0;31,8;25,9;23,6;85,8;62;,8;
2019-04-12;1,5;8,8;5,7;30,6;26,2;23,4;87,8;75;1,3;
2019-04-13;null;9,9;2,4;32,2;26,5;23,6;83,5;63;,9;
2019-04-14;6,4;5,7;30,1;30;25,6;23,2;88;71;1,1;
2019-04-15;1,7;9,8;0;31,4;26,7;23,3;80;63;1,4;
2019-04-16;1,4;8,9;0;31,8;27,1;24,4;81,8;64;1;
2019-04-17;2,6;10,3;0;32,5;27,2;23,8;81,3;64;1,2;
2019-04-18;3,5;9,6;0;31,8;27,1;24,2;80,3;65;1,1;
2019-04-19;3,9;9,5;0;32,3;27,2;24,2;82;65;1,4;
2019-04-20;2,7;5,1;0;31,4;26,1;23,8;92,8;88;1,9;
2019-04-21;2,3;10,6;11,9;31,8;26,7;23;81,8;59;1,6;
2019-04-22;3;10,7;0;31,8;27,6;23,8;77,8;63;1,2;
2019-04-23;2,6;9,5;0;32,6;27,1;23,6;81;58;1,9;
2019-04-24;3,8;3,3;6,7;30,6;26,1;24;83,3;69;1,8;
2019-04-25;3,6;3;26,6;29,6;26,1;23,5;86,8;76;1,1;
2019-04-26;2,8;11;1,5;31;26,6;24;82,3;67;2,1;
2019-04-27;4;8,6;0;31,6;27,2;24,2;80,3;62;1,2;
2019-04-28;1,2;9,6;0;31,6;27,3;25;77;65;1,9;
2019-04-29;2,8;8;3,7;32;26,6;24,3;87;66;1;
2019-04-30;3;7,3;10;31,4;26,8;24,4;89,5;84;,9;
2019-05-01;2;9,3;0;31,4;26,5;24;87,5;71;1,3;
2019-05-02;2,9;10,7;15,2;31,6;26,9;23,6;82,5;64;1,6;
2019-05-03;2,9;10,8;0;31,2;26,5;22,6;77,5;60;1,1;
2019-05-04;1,2;11,1;0;31,2;26,9;22;75,3;62;1,9;
2019-05-05;1,4;11,1;0;31,4;26,7;22,6;77,3;60;1,7;
2019-05-06;5,2;5,5;0;32;26;22,2;76,8;52;1,4;
2019-05-07;3,7;4,7;0;31,4;25,9;22,5;84,5;67;1,6;
2019-05-08;3,1;8,3;24,7;31,3;26,9;24,1;84,8;72;1,1;
2019-05-09;2,8;8,8;,9;32,4;27,6;24,8;81,5;77;1;
2019-05-10;4,3;10,2;0;32,4;27,8;23,4;77,8;59;1,5;
2019-05-11;4,9;4,6;0;31,2;26,8;23,8;81,3;65;,9;
2019-05-12;4,3;9,2;0;32;27,3;23;77,3;59;1,2;
